Vendor_Name,Vendor_Code,Brand_Name,Style_Code,Style_Name,Style_Description,Vendor_Colour_Name,Vendor_Colour_Code,IK_Colour_Name,IK_Colour_Code,Size_Unit,Size_Name,Size_Code,Equivalent_US_Size,Equivalent_UK_Size,EAN_Code,Currency,MRP,Season_Name,Season_Code,Year,Country_Of_Origin,HSN_Code,GST_Tax_Slab,Availability,Segment,Portfolio,Department,Vertical,Category,Brick,Occasion,Sleeve,Neck,Collar,Pattern,Fabric_Construction,Fit,Material,Composition,Fabric,Length,Hemline,Rise,Pack_Qty,Pleat,Closure_Type,Weather,Style_Type,Collection,Vendor_Category,Vendor_Brick,Vendor_Season,Vendor_Article_Number,Special_Feature_1,Special_Feature_2,Special_Feature_3
,,Shree,223204402,JJCO KANE CARGO,"JJCO KANE CARGO, Black, L",Black,D,Black,#000000,Other  ,Large,L,,,5715606772866,INR,4499,Core,NOS,2026,India,62034290,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Woven,Regular,,Cotton 98% Elastane 2%  ,,Regular,,Mid,,,,,,,PANTS,CARGO,NOOS,2232044008,,6 pockets,CORE by JACK & JONES
,,Shree,223204402,JJCO KANE CARGO,"JJCO KANE CARGO, Black, XL",Black,D,Black,#000000,Other  ,X-Large,XL,,,5715606772873,INR,4499,Core,NOS,2026,India,62034290,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Woven,Regular,,Cotton 98% Elastane 2%  ,,Regular,,Mid,,,,,,,PANTS,CARGO,NOOS,2232044009,,6 pockets,CORE by JACK & JONES
,,Shree,223204402,JJCO KANE CARGO,"JJCO KANE CARGO, Black, XXL",Black,D,Black,#000000,Other  ,XX-Large,XXL,,,5715606772880,INR,4499,Core,NOS,2026,India,62034290,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Woven,Regular,,Cotton 98% Elastane 2%  ,,Regular,,Mid,,,,,,,PANTS,CARGO,NOOS,2232044010,,6 pockets,CORE by JACK & JONES
,,Shree,223204405,JJCO KANE CARGO,"JJCO KANE CARGO, Olive Night, S",Olive Night,BA,Olive,#808000,Other  ,Small,S,,,8905944420254,INR,4499,Core,NOS,2026,India,62034290,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Woven,Regular,,Cotton 98% Elastane 2%  ,,Regular,,Mid,,,,,,,PANTS,CARGO,NOOS,2232044023,,6 pockets,CORE by JACK & JONES
,,Shree,223204405,JJCO KANE CARGO,"JJCO KANE CARGO, Olive Night, M",Olive Night,BA,Olive,#808000,Other  ,Medium,M,,,8905944420247,INR,4499,Core,NOS,2026,India,62034290,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Woven,Regular,,Cotton 98% Elastane 2%  ,,Regular,,Mid,,,,,,,PANTS,CARGO,NOOS,2232044022,,6 pockets,CORE by JACK & JONES
,,Shree,223204405,JJCO KANE CARGO,"JJCO KANE CARGO, Olive Night, L",Olive Night,BA,Olive,#808000,Other  ,Large,L,,,8905944420230,INR,4499,Core,NOS,2026,India,62034290,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Woven,Regular,,Cotton 98% Elastane 2%  ,,Regular,,Mid,,,,,,,PANTS,CARGO,NOOS,2232044021,,6 pockets,CORE by JACK & JONES
,,Shree,223204405,JJCO KANE CARGO,"JJCO KANE CARGO, Olive Night, XL",Olive Night,BA,Olive,#808000,Other  ,X-Large,XL,,,8905944420261,INR,4499,Core,NOS,2026,India,62034290,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Woven,Regular,,Cotton 98% Elastane 2%  ,,Regular,,Mid,,,,,,,PANTS,CARGO,NOOS,2232044024,,6 pockets,CORE by JACK & JONES
,,Shree,223204405,JJCO KANE CARGO,"JJCO KANE CARGO, Olive Night, XXL",Olive Night,BA,Olive,#808000,Other  ,XX-Large,XXL,,,8905944420278,INR,4499,Core,NOS,2026,India,62034290,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Woven,Regular,,Cotton 98% Elastane 2%  ,,Regular,,Mid,,,,,,,PANTS,CARGO,NOOS,2232044025,,6 pockets,CORE by JACK & JONES
,,Shree,902287201,JPSTGORDON SHARK SWEAT PANTS NOOS,"JPSTGORDON SHARK, Light Grey Melange, S",Light Grey Melange,AC,Grey Melange,#DCDCDC,Other  ,Small,S,,,8905944898282,INR,2499,Core,NOS,2026,Denmark,61034200,0.05,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Cotton 100%   ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022872007,,,ORIGINALS by JACK & JONES
,,Shree,902287201,JPSTGORDON SHARK SWEAT PANTS NOOS,"JPSTGORDON SHARK, Light Grey Melange, M",Light Grey Melange,AC,Grey Melange,#DCDCDC,Other  ,Medium,M,,,8905944898268,INR,2499,Core,NOS,2026,Denmark,61034200,0.05,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Cotton 100%   ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022872004,,,ORIGINALS by JACK & JONES
,,Shree,902287201,JPSTGORDON SHARK SWEAT PANTS NOOS,"JPSTGORDON SHARK, Light Grey Melange, L",Light Grey Melange,AC,Grey Melange,#DCDCDC,Other  ,Large,L,,,8905944898244,INR,2499,Core,NOS,2026,Denmark,61034200,0.05,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Cotton 100%   ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022872001,,,ORIGINALS by JACK & JONES
,,Shree,902287201,JPSTGORDON SHARK SWEAT PANTS NOOS,"JPSTGORDON SHARK, Light Grey Melange, XL",Light Grey Melange,AC,Grey Melange,#DCDCDC,Other  ,X-Large,XL,,,8905944898305,INR,2499,Core,NOS,2026,Denmark,61034200,0.05,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Cotton 100%   ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022872010,,,ORIGINALS by JACK & JONES
,,Shree,902287201,JPSTGORDON SHARK SWEAT PANTS NOOS,"JPSTGORDON SHAR, Light Grey Melange, XXL",Light Grey Melange,AC,Grey Melange,#DCDCDC,Other  ,XX-Large,XXL,,,8905944898329,INR,2499,Core,NOS,2026,Denmark,61034200,0.05,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Cotton 100%   ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022872013,,,ORIGINALS by JACK & JONES
,,Shree,902287203,JPSTGORDON SHARK SWEAT PANTS NOOS,"JPSTGORDON SHARK SWEAT PANTS N, BLACK, S",Black,D,Black,#000000,Other  ,Small,S,,,8905944898299,INR,2499,Core,NOS,2026,Denmark,61034200,0.05,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Cotton 100%   ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022872009,,,ORIGINALS by JACK & JONES
,,Shree,902287203,JPSTGORDON SHARK SWEAT PANTS NOOS,"JPSTGORDON SHARK SWEAT PANTS N, BLACK, M",Black,D,Black,#000000,Other  ,Medium,M,,,8905944898275,INR,2499,Core,NOS,2026,Denmark,61034200,0.05,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Cotton 100%   ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022872006,,,ORIGINALS by JACK & JONES
,,Shree,902287203,JPSTGORDON SHARK SWEAT PANTS NOOS,"JPSTGORDON SHARK SWEAT PANTS N, BLACK, L",Black,D,Black,#000000,Other  ,Large,L,,,8905944898251,INR,2499,Core,NOS,2026,Denmark,61034200,0.05,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Cotton 100%   ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022872003,,,ORIGINALS by JACK & JONES
,,Shree,902287203,JPSTGORDON SHARK SWEAT PANTS NOOS,"JPSTGORDON SHARK SWEAT PANTS, BLACK, XL",Black,D,Black,#000000,Other  ,X-Large,XL,,,8905944898312,INR,2499,Core,NOS,2026,Denmark,61034200,0.05,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Cotton 100%   ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022872012,,,ORIGINALS by JACK & JONES
,,Shree,902287203,JPSTGORDON SHARK SWEAT PANTS NOOS,"JPSTGORDON SHARK SWEAT PANTS, BLACK, XXL",Black,D,Black,#000000,Other  ,XX-Large,XXL,,,8905944898336,INR,2499,Core,NOS,2026,Denmark,61034200,0.05,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Cotton 100%   ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022872015,,,ORIGINALS by JACK & JONES
,,Shree,902287301,JPSTWILL FUSION SWEAT PANTS NOOS,"JPSTWILL FUSION S, Light Grey Melange, S",Light Grey Melange,AC,Grey Melange,#DCDCDC,Other  ,Small,S,,,8905944907359,INR,4499,Core,NOS,2026,Denmark,61034300,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Polyester 58% Cotton 42%  ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022873005,,,CORE by JACK & JONES
,,Shree,902287301,JPSTWILL FUSION SWEAT PANTS NOOS,"JPSTWILL FUSION S, Light Grey Melange, M",Light Grey Melange,AC,Grey Melange,#DCDCDC,Other  ,Medium,M,,,8905944907335,INR,4499,Core,NOS,2026,Denmark,61034300,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Polyester 58% Cotton 42%  ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022873003,,,CORE by JACK & JONES
,,Shree,902287301,JPSTWILL FUSION SWEAT PANTS NOOS,"JPSTWILL FUSION S, Light Grey Melange, L",Light Grey Melange,AC,Grey Melange,#DCDCDC,Other  ,Large,L,,,8905944907311,INR,4499,Core,NOS,2026,Denmark,61034300,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Polyester 58% Cotton 42%  ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022873001,,,CORE by JACK & JONES
,,Shree,902287301,JPSTWILL FUSION SWEAT PANTS NOOS,"JPSTWILL FUSION, Light Grey Melange, XL",Light Grey Melange,AC,Grey Melange,#DCDCDC,Other  ,X-Large,XL,,,8905944907373,INR,4499,Core,NOS,2026,Denmark,61034300,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Polyester 58% Cotton 42%  ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022873007,,,CORE by JACK & JONES
,,Shree,902287301,JPSTWILL FUSION SWEAT PANTS NOOS,"JPSTWILL FUSION, Light Grey Melange, XXL",Light Grey Melange,AC,Grey Melange,#DCDCDC,Other  ,XX-Large,XXL,,,8905944907397,INR,4499,Core,NOS,2026,Denmark,61034300,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Polyester 58% Cotton 42%  ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022873009,,,CORE by JACK & JONES
,,Shree,902287302,JPSTWILL FUSION SWEAT PANTS NOOS,"JPSTWILL FUSION SWEAT PANTS NO, BLACK, S",Black,D,Black,#000000,Other  ,Small,S,,,8905944907366,INR,4499,Core,NOS,2026,Denmark,61034300,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Polyester 58% Cotton 42%  ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022873006,,,CORE by JACK & JONES
,,Shree,902287302,JPSTWILL FUSION SWEAT PANTS NOOS,"JPSTWILL FUSION SWEAT PANTS NO, BLACK, M",Black,D,Black,#000000,Other  ,Medium,M,,,8905944907342,INR,4499,Core,NOS,2026,Denmark,61034300,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Polyester 58% Cotton 42%  ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022873004,,,CORE by JACK & JONES
,,Shree,902287302,JPSTWILL FUSION SWEAT PANTS NOOS,"JPSTWILL FUSION SWEAT PANTS NO, BLACK, L",Black,D,Black,#000000,Other  ,Large,L,,,8905944907328,INR,4499,Core,NOS,2026,Denmark,61034300,0.18,Immediate,Men,International,Clothing,Western_Wear,Bottom_Wear,Trousers,Casual,,,,Solid,Knit,Slim,,Polyester 58% Cotton 42%  ,,Regular,,Low,,,Elastic,,,,PANTS,SWEAT PANT,NOOS,9022873002,,,CORE by JACK & JONES
